komentar;value
Game bagus sy sudah memainkannya sdh cukup lama. TPI mohon bug scopenya kenapa sering nga bisa diganti.;4
13 kali mengupdate, tetapi selalu gagal ketika menginstal aplikasi, penyimpanan sudah cukup, jaringan lancar jaya, tapi selalu saja seperti itu??;3
Setelah update, kok jd susah gerakin karakternya. Kadang gak bs lari, kadang gerakin kanan kiri jg susah.;4
"Bug bullet peluru tidak terlihat atau hilang.. Tolong rolong segera perbaiki.. 1. HALO PUBG MOBILE , Tolong perbaiki bug berikut ini ""Laju peluru tidak kelihatan/peluru tidak terlihat saat mengenai ke badan musuh"" , saya harap BUG itu diperbaiki segera di AKUN PUBG MOBILE SAYA INI... Terima kasih.";2
sangat seru walau pun main nya gak jago banget,,puas pokok nya game dan grafik nya bagus,,cuman kembali kan lagi jaman nya OLD;5
Nggk bisa login ada masalah apa dengan game ini tolong di perbaiki gagal login trus udah berkali kali saya coba tetap nggak bisa ??;5
Gem asuu udah update,, login, masuk, server tidak merespon, disuruh keluar dan login lagi,, gitu terus Ampe pagi, asuuuu....;2
Ada peningkatan, namun terkadang terlalu sulit dan musuhnya tidak seimbang (terlalu keras) hingga terasa malas untuk bermain.;3
Udah gak ada yang main lagi dari mulai terjun adanya cuma boot doang player aslinya dikit bgt..udah gak asik gamenya..dan setiap event nya cepet bgt berlalu jadi kurang asik;1
Tidak bisa download sumber daya setelah update versi 2.8 padahal koneksi tidak bermasalah dan selalu tiap kali habis update selalu ada masalah;1
Semakin buruk? setiap login server tidak merespon! ..di reboot sama aja ..pindah pake wifi sama bae ora ada perubahan pisan paraahh!;1
Aneh tiba tiba akun saya di banned, harusnya bisa lebih teliti lagi, saya maen solo di 4 player kan harus nya ada sistem yang bisa lihat saya maen solo, kalo satu team saya nge cheat, ya banned yang cheat, kenapa team nya semua ke banned, kan saya solo bukan maen team, masa ga bisa sih bikin sistem kaya gitu aja, ini game besar tapi bodoh ga bisa bikin aturan banned yang teliti, saya bela belain ganti hp biar bisa maen game pubg, tapi bodoh maen banned aja ini sistem nya;1
Kenapa setelah update tidak ada moment sorotan teratas/ top high loghts yang sudah di edit developer??. Mohon diperbaiki;3
Setelah update 2.9 malah ada bug, klo kena tembak tanda arah dr mana tembakannya hilang.;1
Sering keluar sendiri dari game pas lagi main padahal sinyal wifi sama data bagus, udah gitu pas lagi main mau ganti senjata sering delay;1
Game nya sangat seru. Saya puas main game pubg ini soalnya hd. Senjatanya bermacam macam. Pokoknya recomended nih game perang.;5
Please kenapa saya main pubg ngeframe parah padahal hp saya SD 860,pakai smooth extreme beratnya ngeleg mulu jadi males main ngeframe patah parah di tingkat kan dong kestabilan nya;2
Update apa ini? Server berat luarbiasa pada lag satu room , reconected ga jelas kepental langsung lobby ga bisa masuk match lagi . keren;1
Saran masih sering for clos dan ngebak. Tolong di seimbangkn dengan karakter ny. Masalah Chet sudah di atasi tpi masih for clos ny. /keluar sendiri;2
Saya sangat menyukai game ini.. Tapi harus di perbaiki lagi Soalnya ketika saya berada di lapangan /di dalam game ini saya bermain menjadi lag.. Lagg.;5
Tolong perbaiki PUBG MOBILE LITE, atau gak hapus aja sekalian kalau gak mau perbaiki, jangan update pubg original, yang lite malah gak di urus bangke.PUBG MOBILE LITE IS DEAD.;1
Tolong lebih di perhatikan bug dalam game dan kenyamanan kontrol dalam game nya (Saya sudah main game ini dari seson 2 tolong jadikan game ini se baik awal dulu);3
Oke game ini sangat menarik dan juga kelihatan seperti nyata dan upde.dnya kali ini di tambah juga grafik yang sangat mantap;4
Semenjak update pubg saya mengalami bug seperti lari melambat (gabisa lari) gerakan teman dan musuh sangat kaku seperti 8 bit, mohon segera perbaikan nya agar bisa kembali memberikan kenyaman pada saat bermain kepada para player yang juga mengalami hal yg sama;4
Kalo bisa data gamenya jangan terlalu besar tolong di kecilin data gamenya developer dan gamenya di ringan kan sedikit itu aja si.;3
"Even trus .kalau kalau masih ragu gak usah update .dikit"" perbarui .sebulan sekali di perbarui .kasian player banyak yg pensiun .apa ini game hanya untuk org kaya ya ??";1
Lama-lama pubg ni gak beres.tiba-tiba jaringan naik pas lagi main.padahal jaringan lancar.tolong dong di perbaiki.klo gini cerita ny mending di instal gem ni.padahal saya udh lama main gem ni.;1
Jangan didownload,gamenya jelek,banyak bug sama kalo maen musuhnya sisa dikit naeknya dikit banget,bela belain pen zona akhir nakenya cuman 6 poin doang,pelit banget ngasih point;1
Saya agak kecewa dengan pubg yang sekarang, jaringan Padahal bagus tapi masih saja lag, Tolong ya Jaringan nya dan juga bug Juga Di perbaiki kembali.;2
Untuk tombol buka parasut terlalu rendah jadi pas sering tidak sengaja kepencet pas swip layar mohon untuk tata letaknya dinaikan atau dirubah seperti versi lama;5
Sekarang pubg udah lumayan lah,grafik,fitur udah bisa dibilang sempurna,tapi sayang terkadang masih ada bug,yaa masalah bug karna device yang masih kurang gahar juga sih,jadi inti nya buat pengguna device yang udah memumpuni ga ada masalah lagi lah,buat yang masih pake device kentang sadar diri aja dulu...;4
Game ok,nggak ada masalah kurang atau berlebihan.Saya cuman mau melaporkan bug dalam game,yaitu saat bermain sebelum turun dari pesawat dan setelah itu,ada bug yg sangat menggangu saya saat bermain yaitu tidak bisa lari atau sprint,saya memaksa karakter saya untuk lari/sprint tetapi tidak bisa,sehingga saya hanya berjalan saja saat bermain tanpa sprint,dan jalannya pun sangat lambat tidak seperti biasanya,itulah bug yg saya sering alami,saya sudah mengalami bug itu sebanyak 3 kali;5
Setiap saya mau main rank game nya selalu error yg selalu berhenti di 65% yg diam trus sampai ke luar sendiri padahal jaringan saya bagus;1
Sistem matching nya terlalu acak masa saya tier crown di kasih musuh ace dominator sedangkan tim tier nya lebih rendah beda jauh tim gw diamond sedang kan musuh ace dominator dari kd aja udh beda jauh tolong dong saya mau main yang seimbang;1
makin uptdate makin gajelas masih banyak bug jaringan koneksi terputus saat in game bug senjata hilang dll tolong lah pada pihak dev perbaiki kami juga pgn main enak;4
Kenapa aku gak bisa login lagi, meskipun telah di install dan di update ulang berkali-kali?? Mengecewakan...;1
Saya kecewa banget karena setiap match berlangsung pasti jalannya lambat walaupun full sprint. Kadang juga map nya hilang jadi hitam gk keliatan;3
Tolong maksimalkan game ini tanpa kerusakan/Bug 1. jaringan suka naik tiba tiba 2. saat ada musuh frame/ping naik 3. kalo nembak delay 4. saat naik kendaraan suka berhenti kaya ada penghalang tembok, padahal tidak ada halangan dan jalanannya rata 5. saat sampe rumah/tempat looting dimana senjata dll, itu delay munculnya 6. Saat lempar Granade, motolov dll, selalu masih terpegang jadi meledak bundir Semenjak Update pasti begini, kemaren mendingan Update dino tanpa kendala, Tolonglah biar rame.;1
"Sekiranya bug yang tidak bisa lari di perbaiki, tiba"" dara berkurang tanpa sebab, update terus menerus, tapi bugnya tidak di perbaiki, mana gamenya makin berat, berefek pemain pemain pada pinda ke game sebelah. #forzapubg";5
Untuk map vikendi tolong di update dan di ubah, agar peminatnya banyak, karena di tahun 2023 ini map vikendi sudah jarang diminati para player;5
Wihhh ini game bagus banget cuman kasihan yang ram nya di bawah 4 masih rada ngelag, mohon di turunin dikit selengkap nya dah bagus;5
Kenapa sistemnya masih banyak yang memakai cheter tidak sepertii Mobile legends langsung terdeteksi tidak bisa login kalau ada yang pake cheter? Mohon lebih ketat Lagi??;5
Game-nya bagus benget sih, cuma karena HP-ku aja sih yang kentang jadi gak bisa optimal untuk segi gameplay;5
Sekarang gamenia lebih bagus si tapi saat berhadapan dengan musuh tibatiba lebih Leg ...nga ada jaringa yang rusak si tolong diperiksa biar game lebih menarik;4
Tencent ini game kenapa si sekarang kok banyak banget bug nya tiap main solo rank atau pun ke Cher pack selalu aja ngebug jalanya itu loh pelan banget kadang gabisa masuk kendaraan tolong di perbaiki ya ??????????????;5
Untuk dev yg terhormat. Tolong lebih di stabilkan frame rate (fps) nya di smart phone ram 6 dengan cipset snapdrag 870++. Khususnya kami pengguna hp xiaomi poco f3, Frame drop atau fps yg tidak setabil sering terjadi setelah memasuki tempat event dragonball atau datang nya musuh di dalam game. Terima kasih;5
"Setelah update tidak bisja masuk sama sekali selalu gagal server dan selalu kembali ke tampilan awal "" gagal server, server todak merespon silahkan masuk kembali"" kecewa!! Cocok utk di uninstal bikin emosi aja¡";2
Dari sekian ping gak stabil padahal jaringan aman saja tapi ping sering naik turun 300ms smapai 600ms masak hijaunnya hanya 80ms aja kadang 120ms saya kendala pada ping aja padahal jaringan saya bagus tolong dperbaiki lagi dr segi koneksi ping nya;2
Tolong untuk bug sinyal, saya main sinyal hijau tapi Masi aja ngeleg padal sinyal 45ms gimana si ini, jadi malas main geme ini karena ada bug sinyal;1
Kenapa upsate terbaru ini malah tidak bisa login pakai akun facebook?? Aku cuma login pakai akun facebook, kalau sudah tidak bisa buka pakai akun facebook terpaksa aku pensiun main ini game(uninstall aplikasi pubg);1
kenapa saat update sekarang saya tidak mengerti karena update saya sudah lebih dari 500mb tetapi yang diperlukan update hanya 436mb skarang masih belum selesai update. terimakasih;4
Kenapa di ganti zombie....asli gak enak parah event nya bikin bosen . Lebih bagus Dragon ball. Tolong Dragon ball aja.pubg;1
Bagus tapi besar banget file ,mohon untuk tdk mengupdate yg tak penting..contoh event ..yg gak pnting mnrt sy..lbih baik kasih bonus tambahan di RP saja akan lbih menrik..thank u;5
Saya tidak bisa memperbarui versi terbaru. Bagamaina ini?? Saya mengundang teman juga tidak bisa karena disuruh perbarui. Setelah saya klik perbarui malah tidak bisa di play store. Bagaimana saya mau bermain kalau seperti ini? Buruk sekali menurut saya. Coba di cek dulu deh. Sangat kecewa dengan hal semacam ini. Handphone saya aja 6 ram, masa gak cukup?? Sampai saya uninstall gamenya tapi sama saja, gak bisa diperbarui. Ada apa sebenarnya dengan game ini? Mohon diperhatikan lebih detail lagi ya;1
iven nya jlek, klo turun di iven kecil ga dapet rikoll otomatis, lagi paket data terkuncinya mnding pisan sama data map yg laen, biar bisa lebih enteng?;2
jaringan bagus tetapi sering muncul server tidak merespons saat pengunduhan di lobby, dan kenapa setelah update mendownload data yang sama?;4
Untuk hp ram 3 atau 4 jangan instal pubg kalau gk pengen hp mu rusak,,,,terbukti 4 perangkat rusak dengan panas yg berlebih dan lag yg sangat parah;1
gamenya Uda bagus.cuma ada kesalaha sedikit.ya itu'ketika di loby.jariganya bagus.ketika di Medan pertempuran jariganya naik.trus pas lagi di Medan pertempuran tiba tiba.keluar sendiri dari pertempuran.baru lagi masih ada bug.;2
"Kenapa ya kok tiba""apk ya PUBG kok hilang dri layar. Padahal aq tidak menghapus nya.? Tolong min bantu caranya gimana?";1
Abis main off 20 menit login lagi sudah di menu login, pas mau masuk gagal autentikasi itu maksd nya apa ya, saya jadi tidak bisa masuk akun saya;3
Udh bolak balik download ulang pubg tp tetep aj error trs.. mic nya aktif tp g ad suara.. trs gagal login trs stuk di 65% terus.. zzzzz.. makin kesni makin krsana aja deh;1
Sering di update tapi jaringan nya tidak perna di perhatikan kita sebagai player baru sangat kecewa, tolonglah jaringannya di perbaiki dlu;2
Terdapat bug di map livik yang membuat saya tidak bisa sprint sama sekali, di sepanjang permainan saya hanya bisa berjalan dan melompat.;1
Game sebagus ini masih ada bug mic temen ku gk ada suara lah , kadang juga aku . Kadang bisa keluar sendiri . Di respon cok;3
Sebenarnya game nya dah bagus tapi bug mic mulu, jadi kali mau main temen atau kita ga bisa on mic, btw segitu sisanya udah lumayan bagus;4
Tolong untuk developernya di liat lagi sehabis di update bukannya tambah bagus malah tambah banyak bug masa saya turun dari parasut di event Tiba-tiba saya ada di laut berenang kejadian ini setiap saya main event dragonball, update yg sekarang bener² saya gak suka karena terlalu banyak bugnya. Gak cuma saya aja satu team pun merasakan hal yg sama. mohon kepada pihak yg bersangkutan untuk segera di perbaiki, kami hanya ini main tanpa ada rasa kecewa, terimakasih;1
Game ini walau bikin saya kesal tapi seru untuk memainkannya dan jika bermain bersama banyak hal lucu yang bisa terjadi seperti fast and forious dan masih banyak lagi;5
Kalo tempat banyak musuh sering terjadi frem atau bug. Tolong di perbaiki lagi;2
Habis update akun gagal masuk kesalahan server...game apa ini sampah...mana gede banget lagi...kecewa saya main udah lama gabisa masuk lagi...game aneh;1
Bagus cuman tolong lah bug nya diperbaiki, kadang juga suka keluar sendiri bolak balik, ngga nyaman banget;3
tolong untuk hp redmi 11t pro di kasih 90fps, masa 11t biasa bisa 90fps sedangkan di 11t pro gak bisa...ini udah ada 1thn loh;3
setiap update pasti ada aja cheatnya kayaknya apk cheat di jadikan omset jadi gak enak main nya. Harap cari solusinya KK biar gak ada lagi pakai cheat apapun kk.;5
Sekrng baik²aja game nya tpi ada sedikit kendala yaa mungkin dari segi tombol nya trkdng menghilang atau bug dan jaringan server yg agak sedikit eror;3
Setelah adanya event dragon ball gamenya jadi semakin menarik juga semakin bagus,namun ada masalah kecil yang cukup mengganggu,yaitu setiap mode senjata terdapat mode single,burst atau auto,tolong pindahkan fitur tersebut agar tidak berdekatan dengan senjatanya karena pada saat mau mengganti senjata ke senjata secondary selalu terganti mode senjata menjadi mode single yang membuat saat perang lawan player/musuh menjadi kalah karena mode senjata yang terganti karena tombol yang berdekatan;4
Tolong lah perhatikan kenyamanan playernya saat bermain dan perbaiki bug nya. Sering terjadi bug jalan stuck/lambat,senjata tidak bisa diambil,black screen,force close. Mendingan pubgm dulu masi di pegang tencent daripada yang sekarang.;2
Tolong pubg di perbaiki kalau gk ada sinyal terus suruh keluar kenapa kita rilok masuk game lagi gk bisa masuk pertandingan tolong ya;1
Ini game pubg mobile sangat bagus,cuma sayangnya cuma satu kekurangannya sering dikasi lag lag mohon di perbaiki.Pubg mobile masih ada bugnya;2
mau login kenapa harus lewat browser opra mini.pdahal ada fb saluler..mau login di arahkan ke opra mini. q ikutin login fb di opra mini gk masuk2 di pubg malh di fb terus saya kembali di pubg sya klik login nunggu 4 menit gitu terus.pdhl jaringan ok lancar kouta 94GB.aneh lama2 males main pubg.mending saya pindah newstate..di pubg login di persulit..;1
Setelah update versi 2.8.0 saya tidak bisa on mic, chat pun tidak bisa. Player lain bisa on mic. Tolong di perbaiki;5
Tolong kurangi jumlah bot di mode klasik jumlah player terlalu sedikit terlalu banyak bot membuat game ini terlalu mudah;4
Udah mulai ga jelas ini game, tiap turun ketemu musuh, musuhnya yang dapet senjata, main hanya buat balik ke lobby gitu itu namanya ga adil;2
Tolonglah pubg mobile untuk menstabilkan koneksi, grafik,dan fps di redmi note 11 pro untuk mendapatkan experien bermain yg lebih seru;3
Udah gak ada kenyamanan main game ini. Makin kesini makin parah bug nya. Tiap season pasti ada aja bug nya. Membosankan;1
Tombol control banyak yg bug tidak bisa looting , tidak bisa loncat , hanya bisa Jalan ( tidak Sprint ) sering terjadi,texture sering Hilang karakter menjadi putih termasuk Texture Map Juga menjadi Error' , saat Respwan ulang Di pinggir Map event terhalangi oleh Batas map ,tidak bisa lewat dibagian Laut itu ketika lompat di pesawat .;1
Setelah update ini, saya beli royale pass. Baju Nitro Maniac nya tidak bergerak-gerak yang harus nya bisa bergerak punyaku tapi tidak bisa.;3
Kenapa ya saya baru kemarin donload gem ini kok ga bisa login ada tulisan downloading recause perbaiki masa ram duang banyak baru donload udah ga bisa login Jalan jalan ke Jakarta Tak lupa membeli melon Tolong diperbaiki gemnya Agar dapat ciken;1
Saya harap pubg lebih mengedepankan permainan realistis, kalau terlalu banyak seting fantasi nya berasa maen game bocil, dan rasa menegangkan nya sedikit demi sedikit makin ilang;4
Bagus banget gamenya tapi orangnya kurang banyak disetiap mapnya kalo dibanyakin pasti makin seru... Sama yang ruang rahasia erangel setiap kota dikasih ruang rahasia jadi tiap kota rame;5
Tolong lah tencen bugnya di perbaiki biar player kayak akuni bisa main dengan lancar kalo bugnya banyak palyer yang bermain gm pubg mobile bakalan berkurang tolong lah yaaa di perbaiki bugnya;1
Saya tidak bisa update di play store masih versi4.8 , sedangkan yg terbaru seharusnya v4.9 , teman saya pada bis update saya tidak bisa kenapa;1
Game bot tapi update besar luar dalam pamtesan aja player pada sepi. Mending jadiin game PC aja gausah mobile. Spek PC kok di hp;1
Developer akun saya kan ada di Facebook, nah pas di loginin malah otomatis pindah ke chrome dan login bukannya login akun pubg saya;2
Tolong untuk membuat Jaringan yang kuat (menggabungkan antara wify dan jaringan seluler) seperti game mobile legends .. agar sinyal menjadi lebih Optimal;4
Evennya akhir² ini muncul di awal tp pas di klik katanya belum dimulai padahal tanggal eventnya udah mulai ????? Jadi banyak event yg kelewat ?????;2
Stelah update kenapa akun saya tidak bisa masuk. Padahal sudah benar sandi dan nomor nya tapi malah balik lagi suruh nengisi nomor dan sandi lagi;2
Bisa gak sih, klo jaringan eror gak bisa login gak usah nunggu 300 detik buat bisa login, walau sinyal 1000mbps gak guna klo blm 300 detik;1
Terlalu banyak memakan memory Pubg skrg gak seperti pubg dulu.. Tolong dong kurangi pemakaian RAm.. Biar gk terlalu nge bug saat bermain;3
Wow Wow Wow this game is a good game, tapi ada sedikit bug untung nya udah gk kek dulu yg masi banyak bugnya sekarang udah kurang ??;5
Saya main dengan regu random, matching otomatis oleh sistem, kok besoknya akun saya di banned 10 tahun, tuduhannya saya berbuat curang padahal yang curang orang random yang ada di team saya, sedangkan saya MATCHING OTOMATIS tidak bisa pilah-pilih pemain, jadi saya tidak tahu kalau dia CHEATER. Kenapa saya yang kena imbasnya?? Saya keberatan dan mengajukan gugatan pencabutan atas pemblokiran akun saya USERNAME : MS BREEWC Sekian terimakasih!!;1
game nya makin berat, makin malas main pubg, sekelas 8+ udah gak bisa main, coba lah jangan dibikin terlalu berat;1
Setelah di update versi baru agak lambat dan sering bug tolong untuk tidak sering bug di android;1
"Saya minta tolong sama pihak pubg. Tolong hilangin chiter kasihan sama player""yang lain yang merasa tidak asyik main termasuk saya sendiri merasa tidak nyaman mainnya krna adanya chiter. Sya memohon sama pihak tenset hilangin don chiter";4
Ada Apa dgn pubg ? Kenapa setiap loging game ada iklan ?? Ganggu banget lah,, please donk deplover,, perbaiki iklannya;1
Walaupun udah Agak Sepi Yg Main + main di hp yg kurang memadai dan Main Dengan akun baru dr S9 Karena Akun dr S2 Akun Fbnya Hilang. Tetap Setia Dengan game ini walaupun harus main dengan keadaan patah2;5
Tolong lah masalah jaringan di perbaiki saat di lobby ping nya bagus giliran di in game tiba tiba langsung drop ping nya padahal jringan bagus;1
"Hallo, developer salah mau protes dengan masalah yang saya alami pas saya mau login itu tidak bisa malah ""eror"" awas kalo gk di perbaiki";1
Sory min gua pensi dah,jadi gua kurangin bintang nya,gw gua pensi gatau krna hp gw apa emng pubg nya makin berat padahal ruang penyimpanan gua masih sekitar 78 GB aneh nya sllu frame itu juga udh grafik rendah loh;3
Kenapa pubg ku tidak bisa masuk melalui Facebook? Daritadi periksa jaringan terus.. Jelas jelas jaringan ku bagus dan data ku jg banyak;5
Bug parah banget tolong diperbaiki,ada jeda waktu leg ketika kita war sehingga padahal koneksi jaringan internet bagus;1
Bug yang menurut gw paling ngeselin cuma satu yaitu setelah download data contohnya map sama mode, itu selesai download gak bisa dimainin cuma download jeda-download jeda gitu terus jadi tolong diperbaiki segera mungkin oke;1
Divice lagi lagi, heran dah pubg sekarang ga mikir aa player player yang make android kentang juga pingin bisa setara, ini lawan nya pada pake i phone semua asu craftoon;1
Depelover tolong lah kasian yang pengen main game ini terhalang sama device jadi size atau datanya jangan besar apa lagi kalau di pisah pisah kasian yang main game ini kehalang device supaya banyak lagi yang main game;3
Dari gemplay nya bagus banget terus itu datanya bisa di pause lagi, pokoknya bagus;5
saya udh di versi 2.9.0 tapi temen saya masih di versi 2.8.0 trus di playstore nya blm ada update baru kok bisa ya min;5
Lodingnya lama KL mau masuk game..tolong dong diperbaiki lagi gamenya sering keluar sendiri KL LG main padahal sinyal ok..;4
Admin tolong dong banyak orang lain inggin main tapi hp mereka tipe rendah kurangi ram nya biar lancar di hp ram 2gb ini sangat memprihatinkan hp saya macet macet saya sudah main tiga tahun jadi tolong dong perbaikan ????;2
Mohon dong ada peningkatan untuk jaringan nya. Di bikin mode jaringan wifi+data. Agar lebih stabil. Karena kami yg tinggal d daerah pedalaman sering sekali lag Karen jaringan yg TDK stabil. Kalo bisa wifi+data seluler pasti lebih stabil seperti game mobile legend. Terimakasih;5
Versi 2.8 sangat burug.lag dan bug dimana-mana.server tidak merespon.sangat buruk dan sangat jelek.tolong diperbaiki!!!!;1
Menurut gua gamenya bagus tapi sayang apknya makin berat alhasil banyak orang yang pensi main game ini.;5
"Anj*ng banget dah lagi main eh tiba tiba rilog terus gak bisa login,masa tiba"" data obb nya bisa ke hapus padahal gua lagi main rusak nih game";1
Sayya lebih suka di saat ada mode metro royal, tolong di ada in lagi mode metro royal nya karna ga seru klw ga ada mode itu;5
"Kenapa gak bisa login fb?, padahal sudah kupencet email fb nya sama pw nya udh benar kok gak terjadi apa""??, terus pas mau keluar dari web site nya gak bisa, malah pubg nya ngarahin terus ke web site nya??";1
Entah kenapa sekarang server nya down parah,tidak seperti tahun-tahun kemarin,download saja speed hanya 300kb/s. Membuat saya kesal karena menunggu lama,dan akhirnya saya uninstall;3
Saya kasih bintang 4 aja dari update terbaru sih bagus,tapi bug nya itu loh masa kalau ngeluting dekat senjata suka ke ganti ganti sendiri padahal senjata udah pas dua terus kalau mau turun dari parasut suka teleport ke tempat aneh itu aja sih tolong segera di perbaiki ya min kalau dari lainnya sih udah oke??;4
Setelah update bug makin parah , tiap udah mau mulai match tiba-tiba keluar sendiri;1
"Kenapa saat di tengah pertempuran tiba"" server tidak merespon bahkan untuk login kembali tidak bisa?....padahal jaringan lancar";1
Semacam ada alogaritma dari pihak pubgm, ketika aim tidak sesaui dengan biasanya, terkadang aim bagus namun terkadang dibuat berantakan , Ketika seharusnya team WWCD langsung dibuat nge Frame sewaktu one by one dengan musuh terakhir, alhasil #2. Saya fikir problem dengan HP saya, namun ternyata tidak. Kesimpulannya : Ada alogaritma dari PUBGM yg memungkinkan kita dibuat menang (WWCD) atau tidak.;2
Susah mau update, d playstore minta update , buka app update, pilih map update , kalau cepat tidak apa apa, ini lelet sekali;1
Setelah gw update jadi gk bisa masuk dkarenakan server tidak merespon, klo pake wifi bagus tetapi memakai data ko kek taik yaa ini pubg ??;1
Game nya bagus tapi tolong VS AL nya ubah biar bott nya nyerang kaya Player dn bisa naik berkendara juga kaya player pada umum nya dan gerak gerik sama kaya player tapi Dmg mereka tetap sama Jagan di ubah;5
Game play nya sudah bagus tapi akhir² ini sering ku Alamin bug ga bisa Sprin jadi jalan doang cuma itu lebih pelaann bikin kesel pas main tolong cepat perbaiki;4
tolong d perbaikannya game nya kenapa jaringan saya bagus kok masuk ke loby kenapa jelek skali jaringan qu,, padahal jaringan saya bgus skali;1
Saya merasakan hal yang bruk soal updatetan ini... Sumpah ini malah membuat sinyal jaringan kita mala tamba buruk... mahon di perbaiki Tencent;3
Suara kendaraan musuh yang tidak terdengar yang secara tiba-tiba sudah berada didekat kita, dan sering kali kendaraan tiba-tiba sudah ditabraka aja sama musuh tanpa ada step;4
Kenapa Di Poco X3 NFC 8/128 Snapdragon, Graphic nya cuman mentok di smooth ultra,sedangkan di redmi note 10S Sudah support smooth extreme.tolong update biar merasakan smoothextreme 60fps bawaan nya;1
Ada bug sprint yaitu karakter tetap jalan normal/lambat walaupun sudah di tekan tombol sprint dan itu sangat menggangu. Edit: Bug ny udah ga ada sih, Ku ga tau bakalan muncul lagi atau ngga, tapi untuk sementara ku naikin bintangnya dulu;5
Udah lebih oke dri sebelumnya, ttpi masih ada bbrapa bug yg belum si fix, mohon ntuk developer nya untuk memper baiki untuk bug nya tsb??;3
"Utk even dan grafik nya bagus tp sayang sering terjadi bug dan lag, game sekelas pubg harusnya lbh memperhatikan detail"" Seperti itu Tolong di perbaiki lg demi kenyamanan para player, nge bug parah asli setelah update ke event dragonball bikin emosi";1
Masih ada bug pas masuk kepertempuran, seperti bangunan dan senjata tidak bisa diambil , mohon perbaikannya thanks;4
Ini kenapa ya, saya gabisa masuk pubg nya, layarnya hitam terus, padahal memori sama sinyal saya fine fine aja;3
tolong di optimalkan gamenya di ram 4 karena menurut saya kurang bagus sering terjadi leg pada gamenya device Vivo y15;3
Kenapa ya ga bisa login via facebook ? Ada yg punya masalah yg sama ? Biasa kalo login fb otomatis mengalihkan sendiri terus login;4
Gamenya super seru tapi ada kendala pas mau update kok aku ngak bisa ya ngak ada keluar tulisan update temanku yang lain pada update;4
Tahun 2019 lalu main pubg dapet temen tim random yg ngecheat. eh malah akun saya yg ke banned 10 tahun pula. padahal gatau apa apa abis main langsung kluar game dan dapet surat dari tencen kena banned 10tahun hadeehhh. Game rusak game rusak.;1
tolongl PUBG,sy mau main SOLO di map yg lain ko ga bisa ,bisanya cuma di eregel? sama livik ? Yg lain ga bisa eregel terus ya bosan terimakasih ??;2
"Tolong ajha knp sih jaringan aman semua, tpi nda bisa"" masuk, bug mic jga di kondisikan, hehhh ampun ampun tambah lama tambah buruk ajah";5
Hanya memikirkan ivent tidak dengan bug dan kapasitas ram nya.. Sebab semua golongan hp ingin memainkan game ini dengan sangat gembira dan bahagia bukan malah tersiksa hanya untuk memainkan game ini.. Setiap update selalu ada penambahan ram yg harus terpakai dan selalu ada bug yg tidak pernah di selesaikan permasalahan nya..;1
Tolong lh pengembang jangan sering delay sama ngebag terus jadi gak seru main nya apa lagi updhate terbaru ini jadi males buka game ini,bukan nya bikin heppy malah bikin bt tolong di perbaiki;3
Makin kesini makin banyak bug nya mulai dari bug lag padahal aku main nya pake wifi+data ,bug gk bisa nembak di map livik dll;3
Perbaiki bug jaringan termasuk ping karena itu akun saya sempat kena suspend padahal tidak pke cheat atau hal kecurangan apapun jangan cuma update dan skin yg di pikiran namun game di perbaiki;1
Tolong...di perbaiki pubg ini. Selama main nggak pernah seperti ini ping kadang naik kadang turun benar2 tak bisa di gerak sama sekali akhir2 nya keluar sendiri gema nya.tlong...?????????? d pebaiki main nya benar3 ngak nyaman. Kasih bintang satu lah dulu;1
Kebanyakan ngebak disprint... disaat keluar pertandingan dikurangi menitnya sampai sekarang mau main ranking tidak bisa karena kurangnya merit.masa memori ram 8 masih kaya gitu apakah harus ganti devicenya. terimah kasih;1
Update terbaru sering terjadi ngelag parah. Saya akan hapus dan download lagi. Kalau ini tetap terjadi tidak tahu mau bilang apa Tolong respon secepat nya Terima kasih;5
Search match semakin lama, banyak bug pada map, level setiap pemain di dalam match terlihat jomplang. Player baru di tandingkan dengan pro player.;3
Saya sudah update, kenapa gak bisa login ke semua akun saya ,,ada AP update sekarang banyak bermasalah...;5
Mungkin perlu pengoptimalan,seperti pembenaran bug,di device saya pernah ngalamin bug, dimana saat saya mengetik massage untuk tim,lalu terjadi anomali dimana hp saya tidak bisa meng touch tombol/lay out didalam game, padahal kondisi device Masi bagus,perlu di fixx;1
Update ny bagus tapi ad bug, bug ny adalah: saya sama teman saya dh on mic tapi gk ad suara padahal saya dan teman saya sudah buka mic;4
game nya udah bagus ,tetapi saya udah download data full tapi kalo pakaian , senjata, kendaraan,lainya harus download lagi,hadehh;1
Kenapa pas di update malah stack di loading aneh banget banyak banget bug mohon di perbaiki;1
hampir 3x kedownload ni game. kenapa gitu ya? udh 100% tiba tiba ngulang dari awal. auto habis kuota pak -_;3
Belum bisa login ulang, setiap pencet login Facebook malah masuknya ke Facebook....begitu terus terulang...males;1
Kenapa mode TDM dan Payload Di hapus, padahal mode itu Sangat menyenangkan saat di mainkan Tolong kembalikan;3
Maaf untuk setingan sensitif ads scope,di atur dari 0-100 tetap aja masih susah dicontrol,tolongin donk Boz;5
Admin kenapa selalu ke restart sesuaikan tombolnya padah udah saya simpan tetap ke restart ulang yang ditombol ngepick selalu kepindah pindah tempat tolong di bantu admin????;4
