komentar;value;clean_text;sentiment;sentiment_label
Masih ada bug pas masuk kepertempuran, seperti bangunan dan senjata tidak bisa diambil , mohon perbaikannya thanks;4;bug pas masuk kepertempuran bangunan senjata diambil mohon perbaikannya thanks;4404;positif
Ini kenapa ya, saya gabisa masuk pubg nya, layarnya hitam terus, padahal memori sama sinyal saya fine fine aja;3;ya gabisa masuk pubg nya layarnya hitam memori sinyal fine fine aja;3818;positif
tolong di optimalkan gamenya di ram 4 karena menurut saya kurang bagus sering terjadi leg pada gamenya device Vivo y15;3;tolong optimalkan gamenya ram 4 bagus leg gamenya device vivo y15;0;netral
Kenapa ya ga bisa login via facebook ? Ada yg punya masalah yg sama ? Biasa kalo login fb otomatis mengalihkan sendiri terus login;4;ya ga login via facebook kalo login fb otomatis mengalihkan login;0;netral
Gamenya super seru tapi ada kendala pas mau update kok aku ngak bisa ya ngak ada keluar tulisan update temanku yang lain pada update;4;gamenya super seru kendala pas update ngak ya ngak tulisan update temanku update;5994;positif
Tahun 2019 lalu main pubg dapet temen tim random yg ngecheat. eh malah akun saya yg ke banned 10 tahun pula. padahal gatau apa apa abis main langsung kluar game dan dapet surat dari tencen kena banned 10tahun hadeehhh. Game rusak game rusak.;1;2019 main pubg dapet temen tim random ngecheat eh akun banned 10 gatau abis main langsung kluar game dapet surat tencen kena banned 10tahun hadeehhh game rusak game rusak;-7184;negatif
tolongl PUBG,sy mau main SOLO di map yg lain ko ga bisa ,bisanya cuma di eregel? sama livik ? Yg lain ga bisa eregel terus ya bosan terimakasih ??;2;tolongl pubgsy main solo map ko ga bisanya eregel livik ga eregel ya bosan terimakasih;0;netral
"Tolong ajha knp sih jaringan aman semua, tpi nda bisa"" masuk, bug mic jga di kondisikan, hehhh ampun ampun tambah lama tambah buruk ajah";5;tolong ajha knp sih jaringan aman tpi nda masuk bug mic jga kondisikan hehhh ampun ampun buruk ajah;0;netral
Hanya memikirkan ivent tidak dengan bug dan kapasitas ram nya.. Sebab semua golongan hp ingin memainkan game ini dengan sangat gembira dan bahagia bukan malah tersiksa hanya untuk memainkan game ini.. Setiap update selalu ada penambahan ram yg harus terpakai dan selalu ada bug yg tidak pernah di selesaikan permasalahan nya..;1;memikirkan ivent bug kapasitas ram nya golongan hp memainkan game gembira bahagia tersiksa memainkan game update penambahan ram terpakai bug selesaikan permasalahan nya;0;netral
Tolong lh pengembang jangan sering delay sama ngebag terus jadi gak seru main nya apa lagi updhate terbaru ini jadi males buka game ini,bukan nya bikin heppy malah bikin bt tolong di perbaiki;3;tolong lh pengembang delay ngebag gak seru main nya updhate terbaru males buka game inibukan nya bikin heppy bikin bt tolong perbaiki;-3182;negatif
Makin kesini makin banyak bug nya mulai dari bug lag padahal aku main nya pake wifi+data ,bug gk bisa nembak di map livik dll;3;kesini bug nya bug lag main nya pake wifidata bug nembak map livik dll;-34;negatif
Perbaiki bug jaringan termasuk ping karena itu akun saya sempat kena suspend padahal tidak pke cheat atau hal kecurangan apapun jangan cuma update dan skin yg di pikiran namun game di perbaiki;1;perbaiki bug jaringan ping akun kena suspend pke cheat kecurangan apapun update skin pikiran game perbaiki;-6486;negatif
Tolong...di perbaiki pubg ini. Selama main nggak pernah seperti ini ping kadang naik kadang turun benar2 tak bisa di gerak sama sekali akhir2 nya keluar sendiri gema nya.tlong...?????????? d pebaiki main nya benar3 ngak nyaman. Kasih bintang satu lah dulu;1;tolongdi perbaiki pubg main nggak ping kadang kadang turun benar2 gerak akhir2 nya gema nyatlong d pebaiki main nya benar3 ngak nyaman kasih bintang;0;netral
Kebanyakan ngebak disprint... disaat keluar pertandingan dikurangi menitnya sampai sekarang mau main ranking tidak bisa karena kurangnya merit.masa memori ram 8 masih kaya gitu apakah harus ganti devicenya. terimah kasih;1;kebanyakan ngebak disprint disaat pertandingan dikurangi menitnya main ranking kurangnya meritmasa memori ram 8 kaya gitu ganti devicenya terimah kasih;0;netral
Update terbaru sering terjadi ngelag parah. Saya akan hapus dan download lagi. Kalau ini tetap terjadi tidak tahu mau bilang apa Tolong respon secepat nya Terima kasih;5;update terbaru ngelag parah hapus download bilang tolong respon secepat nya terima kasih;0;netral
Search match semakin lama, banyak bug pada map, level setiap pemain di dalam match terlihat jomplang. Player baru di tandingkan dengan pro player.;3;search match bug map level pemain match jomplang player tandingkan pro player;0;netral
Saya sudah update, kenapa gak bisa login ke semua akun saya ,,ada AP update sekarang banyak bermasalah...;5;update gak login akun ap update bermasalah;0;netral
Mungkin perlu pengoptimalan,seperti pembenaran bug,di device saya pernah ngalamin bug, dimana saat saya mengetik massage untuk tim,lalu terjadi anomali dimana hp saya tidak bisa meng touch tombol/lay out didalam game, padahal kondisi device Masi bagus,perlu di fixx;1;pengoptimalanseperti pembenaran bugdi device ngalamin bug dimana mengetik massage timlalu anomali dimana hp meng touch tombollay out didalam game kondisi device masi bagusperlu fixx;0;netral
Update ny bagus tapi ad bug, bug ny adalah: saya sama teman saya dh on mic tapi gk ad suara padahal saya dan teman saya sudah buka mic;4;update ny bagus ad bug bug ny teman dh on mic ad suara teman buka mic;0;netral
game nya udah bagus ,tetapi saya udah download data full tapi kalo pakaian , senjata, kendaraan,lainya harus download lagi,hadehh;1;game nya udah bagus udah download data full kalo pakaian senjata kendaraanlainya download lagihadehh;0;netral
Kenapa pas di update malah stack di loading aneh banget banyak banget bug mohon di perbaiki;1;pas update stack loading aneh banget banget bug mohon perbaiki;0;netral
hampir 3x kedownload ni game. kenapa gitu ya? udh 100% tiba tiba ngulang dari awal. auto habis kuota pak -_;3;3x kedownload ni game gitu ya udh 100 ngulang auto habis kuota _;0;netral
Belum bisa login ulang, setiap pencet login Facebook malah masuknya ke Facebook....begitu terus terulang...males;1;login ulang pencet login facebook masuknya facebookbegitu terulangmales;0;netral
Kenapa mode TDM dan Payload Di hapus, padahal mode itu Sangat menyenangkan saat di mainkan Tolong kembalikan;3;mode tdm payload hapus mode menyenangkan mainkan tolong kembalikan;0;netral
Maaf untuk setingan sensitif ads scope,di atur dari 0-100 tetap aja masih susah dicontrol,tolongin donk Boz;5;maaf setingan sensitif ads scopedi atur 0100 aja susah dicontroltolongin donk boz;0;netral
Admin kenapa selalu ke restart sesuaikan tombolnya padah udah saya simpan tetap ke restart ulang yang ditombol ngepick selalu kepindah pindah tempat tolong di bantu admin????;4;admin restart sesuaikan tombolnya padah udah simpan restart ulang ditombol ngepick kepindah pindah tolong bantu admin;0;netral
"Tolong lah tencen anj*ng di bikin baik"" Gamenya uda di update malah gk bisa main karnh bug terlalu banyak anj*ng";2;tolong tencen anjng bikin gamenya uda update main karnh bug anjng;0;netral
Kenapa kode laiout sensitivitas dan kontrol saya nga muncul..mohon di perbaiki lagi bug nya..;1;kode laiout sensitivitas kontrol nga munculmohon perbaiki bug nya;0;netral
Setelah update versi baru sering terjadi bug bahkan setelah relogin bug tetap ada;2;update versi bug relogin bug;0;netral
Jnga terlalu lama apdet nya. Saya jadi ngk sabar karena nunggu apdet terlalu lama dan terlalu bnyak bnyak MB yang di gunakan paket saya smpai habis kesedot , apdet.;2;jnga apdet nya ngk sabar nunggu apdet bnyak bnyak mb paket smpai habis kesedot apdet;0;netral
Setelah update makin rusak,signal hilang2an padahal SDH pake wifi,dan di apk lain lancar2 saja;1;update rusaksignal hilang2an sdh pake wifidan apk lancar2;0;netral
Kok pas abis di perbarui pubg nya gak mau masuk padahal jaringan bagus tolong dong kok pas bukan tancent pubg nya jadi jelek;2;pas abis perbarui pubg nya gak masuk jaringan bagus tolong pas tancent pubg nya jelek;0;netral
Game nya makin lama makin aneh ,tiap login update tiap login update gada perubahan juga update tiap waktu ngabisin Kouta Saran pengguna baru mikir2 dulu kalo mau download;2;game nya aneh login update login update gada perubahan update ngabisin kouta saran pengguna mikir2 kalo download;0;netral
Game nya bagus update nya jangan kayak game sebelah call of duty update Mulu tu game hampir setiap hari jadi bikin mls main makasih Oya saya boleh minta wa nya gak;4;game nya bagus update nya kayak game sebelah call of duty update mulu tu game bikin mls main makasih oya wa nya gak;0;netral
Habis update game nya kok gak bisa di pencet pilihan nya haduh gimana mau main,harus. Kali download baru normal;5;habis update game nya gak pencet pilihan nya haduh gimana mainharus kali download normal;0;netral
Mengapa saya tidak bisa bermain dengan teman, karena system harus di update sedangkan saya buka di PlayStore tidaka ada updatenya??;3;bermain teman system update buka playstore tidaka updatenya;0;netral
Setelah Update terbaru malah gak bisa Login, justru force Close.,;1;update terbaru gak login force close;0;netral
"kenapa susah login pdhl saya sudah membersihkan penyimpanan,tetap saja ada tulisan ""penyimpanan anda tidak cukup""";2;susah login pdhl membersihkan penyimpanantetap tulisan penyimpanan;0;netral
Kebanyakan bug, aplikasi doang sering update. Update sana sini ga ada perubahan;1;kebanyakan bug aplikasi doang update update ga perubahan;0;netral
Setelah update banyak bug loading geme,mohon secepatnya di perbaiki;1;update bug loading gememohon secepatnya perbaiki;0;netral
"bug ny makin parah lgi asik""main tiba""ada iklan nya,,, tolong perbaiki lgi";3;bug ny parah lgi asikmain tibaada iklan nya tolong perbaiki lgi;0;netral
Lumayan menegangkan , semakin naik rank semakin terasa musuhnya , kadang sampai emosi sendiri ????;5;lumayan menegangkan rank musuhnya kadang emosi;0;netral
Akun tidak bisa masuk,minta kode verifikasi lewat SMS tidak dikirim,apa ini game terbaik,nyata bikin susah member ,game GK jelas;1;akun masukminta kode verifikasi sms dikirimapa game terbaiknyata bikin susah member game;0;netral
woy kenapa game nya eror gk bisa masuk padahal jaringan lancar tapi pas login gk bisa. adu rusak;1;woy game nya eror masuk jaringan lancar pas login adu rusak;0;netral
Sudah update tapi tidak bisa dibuka sampai harus reset hp tetp aja gak bisa dibuka. Gak bisa log in;1;update dibuka reset hp tetp aja gak dibuka gak log in;0;netral
Mic udah on too gak ada suara Main game lain normal bisa on mic Tolonglah di perbaiki bug bug ini;2;mic udah on too gak suara main game normal on mic tolonglah perbaiki bug bug;0;netral
Sumpah ini pubg tambah gak jelas Udah di download semua main tombolnya gk bisa di pake. Yg buat apa pubgnya yg eror ini.?;1;sumpah pubg gak udah download main tombolnya pake pubgnya eror;0;netral
Udah di update malah gak bisa di buka malah suruh update lagi pake wifi;1;udah update gak buka suruh update pake wifi;0;netral
Sekarang udah jelek , dulu klo abis menang videonya editan sorotan nya bagus bet, sekarang malah aneh. Pindah main CODM aja klo gitu trus tiap update tahun ke tahun;1;udah jelek klo abis menang videonya editan sorotan nya bagus bet aneh pindah main codm aja klo gitu trus update;0;netral
Kenapa permainan pubg tidak bisa di buka di hp saya realme c17,waktu kemarin bisa di buka sekarang setelah update tidak bisa di buka;1;permainan pubg buka hp realme c17waktu kemarin buka update buka;0;netral
Bukannya nambah enk ini abis upgrade mlh legnya ga ketolong, mending sebelum di upgrade, gak leg ga ini itu nyesel dah upgrade;1;nambah enk abis upgrade mlh legnya ga ketolong mending upgrade gak leg ga nyesel dah upgrade;0;netral
Game bagus dan seru tapi tolong tambah mode zombie yang dulu mode zombie sekarang gak seru;5;game bagus seru tolong mode zombie mode zombie gak seru;0;netral
"maaf sya ksih bintang 1,krna pada saat sya login lekas updte 3 mb mlh gx bisa msuk selalu ada kata""OTORITASASI DIBATALKAN""saya sudh ulang"" msuk/login kmbli ttap hasilnya gx ada tolong devloper gimna caranya supaya akun saya bisa kembali lagi,saya minta akun saya kembali titik gx pake koma";5;maaf sya ksih bintang 1krna sya login lekas updte 3 mb mlh gx msuk kataotoritasasi dibatalkansaya sudh ulang msuklogin kmbli ttap hasilnya gx tolong devloper gimna akun lagisaya akun titik gx pake koma;0;netral
Gem ni updat am dload awl sma aja .makin kesini makin erorrrrni gems ngebug mulu pa lagi pas trurun am ad msuh.klah ama diplikatnya weh.. klo gini mkin lama ngk ad peminat lgi am ni ged;2;gem ni updat am dload awl sma aja kesini erorrrrni gems ngebug mulu pa pas trurun am ad msuhklah ama diplikatnya weh klo gini mkin ngk ad peminat lgi am ni ged;0;netral
Setelah update makin framedrop, padahal sebelum update lancar aja, kecewa dengan updatean yg baru ini;1;update framedrop update lancar aja kecewa updatean;0;netral
Maaf kurangi MB nya hape saya penuh kasih bintang satu dlu kenapa harus ada file tambahan untuk pubg mobile nya tolong perbaiki lagi saya tidak bisa matching;1;maaf kurangi mb nya hape penuh kasih bintang dlu file tambahan pubg mobile nya tolong perbaiki matching;0;netral
Game makin jelek udah masuk lewat fb lama ...malah minta bikin baru padahal enak lansung masuk !!! Auto kick dari hp;1;game jelek udah masuk fb bikin enak lansung masuk auto kick hp;0;netral
Setelah update banyak bug.. aku berjalan sendiri dan tidak bisa menekan tombol apapun??;1;update bug berjalan menekan tombol apapun;0;netral
Kenapa harus Update di dalam update kenapa tidak sekalian update di play store, jadi didalam game tidak harus menunggu update lagi;1;update update update play store didalam game menunggu update;34;positif
Bintang 3 dulu. Klo bug jalan lambat di perbaikin langsung bintang 5;5;bintang 3 klo bug jalan lambat perbaikin langsung bintang 5;0;netral
Ini geme cukup keren tapi yang ada kesalahannya gw turun ke tempat banyak musuh tapi ngebak ngebak gitu juga musuh suka nembak pakeh sniper muluh juga nembaknya dibelakan gw tapi cukup keren sayapun dibeliin 30,00 mb juga gw dah jago dan hebat ini geme bukan lagi burik malahhan ?????????? dari pada ff burik ini geme paling gw suka;5;geme keren kesalahannya gw turun musuh ngebak ngebak gitu musuh suka nembak pakeh sniper muluh nembaknya dibelakan gw keren sayapun dibeliin 3000 mb gw dah jago hebat geme burik malahhan ff burik geme gw suka;4215;positif
Setelah update sering trjadi fps drope dan sering patah-patah;1;update trjadi fps drope patahpatah;0;netral
Smakin parah pubg setelah di update semakin nggk pungsi dan macet macet,mohon diperbaiki????;1;smakin parah pubg update nggk pungsi macet macetmohon diperbaiki;0;netral
Ini kenapa sih game setelah di update ..pas main keluar sendiri terus;2;sih game update pas main;0;netral
Mohon diperbaiki bugnya, pas main pada hilang semua tombolnya.;2;mohon diperbaiki bugnya pas main hilang tombolnya;0;netral
Semakin tidak jelas. Bug. Ngefrem dan lain-lain. Hanya Ivent yg terus di kembangkan;1;bug ngefrem lainlain ivent kembangkan;0;netral
Setelah di perbaharui Kenapa tombol tembak menjadi tombol pukul dan jalan nya tambah lelet Tolong dong di perbaiki;3;perbaharui tombol tembak tombol jalan nya lelet tolong perbaiki;0;netral
Bintang 1, event boleh baru tapi server benerin laaahhhh, ngak jelas banget ping loncat-loncat, padahal jaringan aman;1;bintang 1 event server benerin laaahhhh ngak banget ping loncatloncat jaringan aman;0;netral
Untuk login twitter tolong dong agar bisa login seperti semula karna akun saya tidak bisa login di akun twitter walaupun sudah lewat aplikasinya langsung;3;login twitter tolong login karna akun login akun twitter aplikasinya langsung;0;netral
Saya kasi bintang 5 Tolong bug tampilan darah nya di perbaiki terkadang suka ngilang;5;kasi bintang 5 tolong bug tampilan darah nya perbaiki terkadang suka ngilang;0;netral
apa lagi suara step nya gk bnr. masak jarak dkt gk bs dgr suara stepnya. tggu udh tertembk br tau ada musuh nya pusing x lar game nya;1;suara step nya bnr masak jarak dkt bs dgr suara stepnya tggu udh tertembk br tau musuh nya pusing x lar game nya;0;netral
Game dah menjadi2 kalau kita menang dikit naik tier nya tapi kalau kita kalah turun tier kita banya kali.;1;game dah menjadi2 menang dikit tier nya kalah turun tier banya kali;0;netral
Setelah update sering terjadi lag. Dan servernya ampas sekali.;1;update lag servernya ampas;-34;negatif
Game ini slalu enak dimainin. Dari season 3 masih aktif ampe sekarng. Jaya selalu pubg mobile.;5;game slalu enak dimainin season 3 aktif ampe sekarng jaya pubg mobile;0;netral
game tiba tiba keluar sendiri setelah itu tidak bisa masuk match, sangat mengganggu;2;game masuk match mengganggu;0;netral
Oh ya untuk berbagi pengalaman tdi memang mental dari gamenya tpi setalah buka file meneger aku hapus cachenya jdi tidak mental lgi??;1;oh ya berbagi pengalaman tdi mental gamenya tpi setalah buka file meneger hapus cachenya jdi mental lgi;0;netral
Game nya sudah bagus tapi tolong diperbaiki bug bug nya ya;5;game nya bagus tolong diperbaiki bug bug nya ya;0;netral
Gamenya makin lama makin gabisa di pake.. sangat2 kecewa..;1;gamenya gabisa pake sangat2 kecewa;0;netral
Baru juga update Udah eror aja ni game, Apa yang di teken ntah apa yang keluar, neken A yang keluar B, Yang B di teken malah geser yang C ketekan nya;3;update udah eror aja ni game teken ntah neken a b b teken geser c ketekan nya;0;netral
Setiap update harus download ulang peta pertempuran lagi,parah nih;2;update download ulang peta pertempuran lagiparah nih;0;netral
Bug... saat jongkok sambil gerak make skop x8 gak singkron bidikan tidak di titik tengah tapi aga ke samping...trimakasih;3;bug jongkok gerak make skop x8 gak singkron bidikan titik aga sampingtrimakasih;0;netral
Tolong untuk jaringan di hp menengah ke bawah di perbaiki supaya bisa rame lagi ini pubg;1;tolong jaringan hp menengah perbaiki rame pubg;0;netral
Smakin parah pubg setelah di update semakin nggk pungsi dan macet macet,mohon diperbaiki????;1;smakin parah pubg update nggk pungsi macet macetmohon diperbaiki;0;netral
Sudah update tapi tidak bisa dibuka sampai harus reset hp tetp aja gak bisa dibuka. Gak bisa log in;1;update dibuka reset hp tetp aja gak dibuka gak log in;0;netral
Setelah update makin framedrop, padahal sebelum update lancar aja, kecewa dengan updatean yg baru ini;1;update framedrop update lancar aja kecewa updatean;0;netral
Kenapa harus Update di dalam update kenapa tidak sekalian update di play store, jadi didalam game tidak harus menunggu update lagi;1;update update update play store didalam game menunggu update;34;positif
Game bagus dan seru tapi tolong tambah mode zombie yang dulu mode zombie sekarang gak seru;5;game bagus seru tolong mode zombie mode zombie gak seru;0;netral
Oh ya untuk berbagi pengalaman tdi memang mental dari gamenya tpi setalah buka file meneger aku hapus cachenya jdi tidak mental lgi??;1;oh ya berbagi pengalaman tdi mental gamenya tpi setalah buka file meneger hapus cachenya jdi mental lgi;0;netral
Bintang 3 dulu. Klo bug jalan lambat di perbaikin langsung bintang 5;5;bintang 3 klo bug jalan lambat perbaikin langsung bintang 5;0;netral
Bintang 1, event boleh baru tapi server benerin laaahhhh, ngak jelas banget ping loncat-loncat, padahal jaringan aman;1;bintang 1 event server benerin laaahhhh ngak banget ping loncatloncat jaringan aman;0;netral
Makin sini makin parah banyak nge lag .tolong lah utamakan kelancaran bukan ngutamakan skin percuma sekin di bagusin klo game nya rusak??????;1;parah nge lag tolong utamakan kelancaran ngutamakan skin sekin bagusin klo game nya rusak;-34;negatif
Kebanyakan bug, aplikasi doang sering update. Update sana sini ga ada perubahan;1;kebanyakan bug aplikasi doang update update ga perubahan;0;netral
Setelah update banyak bug.. aku berjalan sendiri dan tidak bisa menekan tombol apapun??;1;update bug berjalan menekan tombol apapun;0;netral
Game dah menjadi2 kalau kita menang dikit naik tier nya tapi kalau kita kalah turun tier kita banya kali.;1;game dah menjadi2 menang dikit tier nya kalah turun tier banya kali;0;netral
Setelah di perbaharui Kenapa tombol tembak menjadi tombol pukul dan jalan nya tambah lelet Tolong dong di perbaiki;3;perbaharui tombol tembak tombol jalan nya lelet tolong perbaiki;0;netral
Untuk login twitter tolong dong agar bisa login seperti semula karna akun saya tidak bisa login di akun twitter walaupun sudah lewat aplikasinya langsung;3;login twitter tolong login karna akun login akun twitter aplikasinya langsung;0;netral
Game makin jelek udah masuk lewat fb lama ...malah minta bikin baru padahal enak lansung masuk !!! Auto kick dari hp;1;game jelek udah masuk fb bikin enak lansung masuk auto kick hp;0;netral
Udah di update malah gak bisa di buka malah suruh update lagi pake wifi;1;udah update gak buka suruh update pake wifi;0;netral
Baru juga update Udah eror aja ni game, Apa yang di teken ntah apa yang keluar, neken A yang keluar B, Yang B di teken malah geser yang C ketekan nya;3;update udah eror aja ni game teken ntah neken a b b teken geser c ketekan nya;0;netral
Bug... saat jongkok sambil gerak make skop x8 gak singkron bidikan tidak di titik tengah tapi aga ke samping...trimakasih;3;bug jongkok gerak make skop x8 gak singkron bidikan titik aga sampingtrimakasih;0;netral
Setelah update sering trjadi fps drope dan sering patah-patah;1;update trjadi fps drope patahpatah;0;netral
Mohon diperbaiki bugnya, pas main pada hilang semua tombolnya.;2;mohon diperbaiki bugnya pas main hilang tombolnya;0;netral
Ini kenapa sih game setelah di update ..pas main keluar sendiri terus;2;sih game update pas main;0;netral
Game ini slalu enak dimainin. Dari season 3 masih aktif ampe sekarng. Jaya selalu pubg mobile.;5;game slalu enak dimainin season 3 aktif ampe sekarng jaya pubg mobile;0;netral
Knp Samsung a54 Belum Support 60 fps Padahal Chipset nya Mampu Menjalankan 60 fps,Tolong Update Secepatnya ke 60 fps;1;knp samsung a54 support 60 fps chipset nya menjalankan 60 fpstolong update secepatnya 60 fps;4019;positif
Oklah skarang sudah Rp baru dan sudah banyak hadiah gratisan ..dengan banyak nya skin gratis mungkin pubg akan lebih banyak pemain kedepan nya;5;oklah skarang rp hadiah gratisan nya skin gratis pubg pemain kedepan nya;516;positif
Saya kasi bintang 5 Tolong bug tampilan darah nya di perbaiki terkadang suka ngilang;5;kasi bintang 5 tolong bug tampilan darah nya perbaiki terkadang suka ngilang;0;netral
pils tolong ilangin bug jalan lambat nya dg capek gw keluar masuk lagi ehh masih aja jalan lambat kadang gelap layar gw??;2;pils tolong ilangin bug jalan lambat nya dg capek gw masuk ehh aja jalan lambat kadang gelap layar gw;0;netral
Semakin tidak jelas. Bug. Ngefrem dan lain-lain. Hanya Ivent yg terus di kembangkan;1;bug ngefrem lainlain ivent kembangkan;0;netral
lag di tengah laga..tolong di benerin dong .. terlalu sering update besar payah;5;lag lagatolong benerin update payah;-34;negatif
Dikit2 update tapi koq bug jk pdhl device mndukung ,tencent aplgi ney jari ngeleg pas lgi war,perbaiki dong bug nya;1;dikit2 update koq bug jk pdhl device mndukung tencent aplgi ney jari ngeleg pas lgi warperbaiki bug nya;2263;positif
Gamenya makin lama makin gabisa di pake.. sangat2 kecewa..;1;gamenya gabisa pake sangat2 kecewa;0;netral
Kenapa setelah di update malah nggak bisa di bukaaaaaa???????????? malah di suruh download obb servis;5;update nggak bukaaaaaa suruh download obb servis;0;netral
Ko ga bisa main cuman bisa login aku punya kuota game tolong bisai ni game call duty mobile bisa memainkan sama free fire cuma puBg ga bisa padahal aku punya data game;2;ko ga main cuman login kuota game tolong bisai ni game call duty mobile memainkan free fire pubg ga data game;2263;positif
kenepa jadi susah di pencetnya touchscreen normal,tp malah ga bisa di pencet2;1;kenepa susah pencetnya touchscreen normaltp ga pencet2;0;netral
Bug nembak keatas bisa kena itu gimana ceritanya sekali liat replay kematian gak bisa ngebug kocak ni game;2;bug nembak keatas kena gimana ceritanya liat replay kematian gak ngebug kocak ni game;0;netral
"event yang jelek gabisa di setting tombol seluncur ditiangnya,gangu gara""itu mati gw barusan";5;event jelek gabisa setting tombol seluncur ditiangnyagangu garaitu mati gw barusan;0;netral
Tolong untuk jaringan di hp menengah ke bawah di perbaiki supaya bisa rame lagi ini pubg;1;tolong jaringan hp menengah perbaiki rame pubg;0;netral
Untuk pubg versi sekarang itu teruntuk hp androis versi berapa yah, saya pake xiaomi mi 11lite masa giroskop nya dilay bgt sih;1;pubg versi teruntuk hp androis versi yah pake xiaomi mi 11lite giroskop nya dilay bgt sih;0;netral
game tiba tiba keluar sendiri setelah itu tidak bisa masuk match, sangat mengganggu;2;game masuk match mengganggu;0;netral
royal pas bulan lalu n bulan skr apa ga ada skin keren2 kah???skin senjata ampas jarang pake...coba kasi skin m416..bikin player pensi males maen liatnyaa buka box kuning tak pernh dapet skin bagus2 semua sampahhhhhhh...bye pubg ..game membosankan yg hanya semua beli uc buka 10x ga hoki trusss...probalitas semua pemaen sama bapak kau...gw pemaen lama...yg baru maen hoky nya minta ampun...pantes banyak player lama pensii skr baru tahu gw...game ampasss;1;royal pas n skr ga skin keren2 kahskin senjata ampas jarang pakecoba kasi skin m416bikin player pensi males maen liatnyaa buka box kuning pernh dapet skin bagus2 sampahhhhhhhbye pubg game membosankan beli uc buka 10x ga hoki trusssprobalitas pemaen kaugw pemaen lamayg maen hoky nya ampunpantes player pensii skr gwgame ampasss;0;netral
update terbaru kek tay , didepan ada musuh malah jadi boneka salju yang sampah , 3x begitu ga guna;1;update terbaru kek tay didepan musuh boneka salju sampah 3x ga;0;netral
Setiap update harus download ulang peta pertempuran lagi,parah nih;2;update download ulang peta pertempuran lagiparah nih;0;netral
Game sangat berat kebanyakan konten yg harus dwonload, udh pake hp bagus mash ngeframe;1;game berat kebanyakan konten dwonload udh pake hp bagus mash ngeframe;0;netral
Pubg mobile selalu bagus apa biala ada kendala pasti di atasi jadi tidak perlu risau tinggal aduin kendala lansung di atasi trimakasih Pubg mobile??;5;pubg mobile bagus biala kendala atasi risau tinggal aduin kendala lansung atasi trimakasih pubg mobile;0;netral
Kenapa login di fb tidak bisa,tolong jelasin... Level Infinite yg terhormat.;3;login fb bisatolong jelasin level infinite terhormat;0;netral
apa lagi suara step nya gk bnr. masak jarak dkt gk bs dgr suara stepnya. tggu udh tertembk br tau ada musuh nya pusing x lar game nya;1;suara step nya bnr masak jarak dkt bs dgr suara stepnya tggu udh tertembk br tau musuh nya pusing x lar game nya;0;netral
Knp setelah update, ping nya loncat2 dari 40 ke 140,180, tolong di perbaiki;4;knp update ping nya loncat2 40 140180 tolong perbaiki;0;netral
Game k*nt*l device udh top jaringan udh maks ttp aja ngelag, keluar sendiri, ngefram;1;game kntl device udh top jaringan udh maks ttp aja ngelag ngefram;2023;positif
Baru saja saya naikkan rating di playstore.. Karena saya kira event baru akan memuaskan.. Rupanya pada misi harian walau sudah disiapkan 10 battle tetap aja misi nya tidak siap2.. Menu report pun dibikin tolol kali, dilaporan kami tidak butuh menu.. Yang kami butuhkan mengisi keluhan / laporan di dalam game. Makin hancur aja game ini, dah cheater gk sanggup dilacak.. Update pun banyak yang konyol.;1;naikkan rating playstore event memuaskan misi harian disiapkan 10 battle aja misi nya siap2 menu report dibikin tolol kali dilaporan butuh menu butuhkan mengisi keluhan laporan game hancur aja game dah cheater sanggup dilacak update konyol;-7269;negatif
Setelah update sering terjadi lag. Dan servernya ampas sekali.;1;update lag servernya ampas;-34;negatif
Apaan setelah update malah gk bisa login, makin ngawur ni game;1;update login ngawur ni game;0;netral
Layar device nya yg bagian kanan gk bisa di sentuh pas in game;1;layar device nya kanan sentuh pas in game;0;netral
Game nya sudah bagus tapi tolong diperbaiki bug bug nya ya;5;game nya bagus tolong diperbaiki bug bug nya ya;0;netral
Tolong di perbaiki lagi lah untuk bug karakter map livik selalu jalan lambat;3;tolong perbaiki bug karakter map livik jalan lambat;0;netral
Event lu yng skrng buruk developer, udh turun event ga bisa hidup lgi, masih bagusan event zombie egde nya;1;event lu yng skrng buruk developer udh turun event ga hidup lgi bagusan event zombie egde nya;0;netral
Game ngebug padahal udah 100 hit malah sini yang kenock dah gitu udah jaringan 4G masih aja ngeleg ngeleg nggak jelas;3;game ngebug udah 100 hit kenock dah gitu udah jaringan 4g aja ngeleg ngeleg nggak;0;netral
Semakin lama makin nge frame+ memang ui juga makin berat;3;nge frame ui berat;0;netral
Mas tolong tambah fitur urutan unduhan konten kayak di ml, biar hp kentang ku ini masih bisa main game ini.;5;mas tolong fitur urutan unduhan konten kayak ml biar hp kentang ku main game;0;netral
Seru kali ini udah di update lagi saya kira blm ada Update Wah keren parah sih yang ber tema Salju lagi dong yang di tunggu udah kmbli Kereeen;4;seru kali udah update blm update keren parah sih ber tema salju tunggu udah kmbli kereeen;0;netral
Kenapa yah saya turun tapi tekan tombol kontrol nyah tapi gak kena² tolong perbaiki lah ini game kenapa kaya ginih yaa;1;yah turun tekan tombol kontrol nyah gak kena² tolong perbaiki game kaya ginih yaa;0;netral
tolong diperbaiki ini game agar lebih menarik lagi,,soalnya banyak yang pensi jadi banyak boot nya sekarang;1;tolong diperbaiki game menarik lagisoalnya pensi boot nya;0;netral
